date,total_active,total_paid,activation_rate_pct,conversion_pct,adherence_completion_pct,readiness_delta_pct,risk_reduction_pct,retention_28d_pct,net_expansion_mrr
2026-03-26,4,0,25,0,9.1,10.3,0,0,0
